Customer ID,Name,Surname,Gender,Age,Region,Job Classification,Balance
100000274,Rose,Russell,Female,34,England,'Other',111818.28
100000275,Victor,Avery,Male,42,England,'White Collar',10114.95
100000276,Brandon,Miller,Male,30,England,'Blue Collar',14034.12
100000277,Maria,Arnold,Female,37,England,'White Collar',57574.38
100000278,Irene,Vaughan,Female,30,England,'Blue Collar',71596.18
100000279,Blake,Alsop,Male,42,England,'White Collar',32187.62
100000280,Stephanie,Ogden,Female,31,England,'Other',717.13
100000281,Sam,Parsons,Male,37,England,'Blue Collar',103875.81
100000282,Theresa,Marshall,Female,29,England,'White Collar',70403.65
100000283,Stephanie,Smith,Female,34,England,'White Collar',12559.26
100000284,Lily,Hughes,Female,30,England,'White Collar',7136.47
100000285,Matt,Black,Male,34,England,'White Collar',51792.13
100000286,Ruth,Lambert,Female,31,England,'Other',96203.49
100000287,Peter,Lyman,Male,41,England,'White Collar',64731.46
100000288,Liam,King,Male,37,England,'White Collar',37857
100000289,Olivia,Peake,Female,32,England,'White Collar',51470.09
100000290,Joe,May,Male,40,England,'White Collar',70357.61
100000291,Wanda,Quinn,Female,21,England,'White Collar',5470.79
100000292,Karen,Glover,Female,40,England,'White Collar',25248.37
100000293,Nathan,Bond,Male,45,England,'Other',65116.98
100000294,Brandon,Morgan,Male,27,England,'Other',23668.42
200000295,Tim,Thomson,Male,45,Scotland,'Blue Collar',16423.75
100000296,Penelope,Clarkson,Female,31,England,'White Collar',50533.23
100000297,Sophie,Thomson,Female,33,England,'White Collar',152.91
100000298,Anna,James,Female,26,England,'White Collar',14758.38
100000299,Zoe,Johnston,Female,40,England,'White Collar',14730.54
200000300,Owen,Smith,Male,53,Scotland,'Blue Collar',64309.53
200000301,Joseph,Robertson,Male,41,Scotland,'Blue Collar',99190.79
300000302,William,Wilkins,Male,30,Wales,'Blue Collar',13597.9
100000303,Brian,Russell,Male,42,England,'Blue Collar',122903.78
100000304,Andrea,Jackson,Female,42,England,'White Collar',30474.69
100000305,Kevin,Springer,Male,29,England,'White Collar',8802.24
100000306,Phil,Grant,Male,32,England,'White Collar',60487.89
100000307,Adrian,Hill,Male,33,England,'Blue Collar',2457.4
100000308,John,Campbell,Male,43,England,'White Collar',33311.31
100000309,Alexander,Edmunds,Male,30,England,'White Collar',21296.27
100000310,Felicity,Hodges,Female,33,England,'White Collar',60876.78
100000311,Lucas,Avery,Male,30,England,'Blue Collar',26572.16
100000312,Blake,Hudson,Male,45,England,'Blue Collar',21150.98
100000313,Jessica,Piper,Female,40,England,'White Collar',65947.69
100000314,Nicola,Clarkson,Female,31,England,'White Collar',86849.17
100000315,Peter,Metcalfe,Male,27,England,'Other',7336.33
100000316,Mary,Carr,Female,37,England,'White Collar',5611.36
100000317,Liam,Stewart,Male,35,England,'White Collar',43790.83
100000318,Anna,MacLeod,Female,43,England,'Blue Collar',1537.23
100000319,John,Hemmings,Male,30,England,'White Collar',23015.54
100000320,Ryan,Morrison,Male,34,England,'White Collar',42984.36
100000321,Adam,Sharp,Male,43,England,'Blue Collar',67809.29
100000322,Alison,Lambert,Female,30,England,'Other',35117.34
100000323,Joanne,Fisher,Female,21,England,'White Collar',45045.19
100000324,David,Newman,Male,54,England,'White Collar',33113.21
100000325,Boris,Walker,Male,35,England,'Other',41080.73
100000326,Felicity,North,Female,42,England,'White Collar',71637.04
100000327,Dominic,Miller,Male,40,England,'Other',7463.59
100000328,Megan,Tucker,Female,34,England,'White Collar',2016.84
100000329,Deirdre,Coleman,Female,37,England,'White Collar',12405.07
100000330,Wendy,Turner,Female,31,England,'White Collar',19933.38
100000331,Jonathan,Manning,Male,44,England,'White Collar',50015.54
100000332,Carolyn,Churchill,Female,34,England,'White Collar',24709.89
200000333,David,Morrison,Male,54,Scotland,'Blue Collar',15859.07
100000334,Carolyn,Roberts,Female,33,England,'White Collar',41128.52
100000335,Karen,May,Female,42,England,'Blue Collar',7583.72
100000336,Tracey,Edmunds,Female,36,England,'White Collar',25132.97
100000337,Tracey,Langdon,Female,22,England,'White Collar',70526.58
100000338,Jake,Dyer,Male,42,England,'White Collar',31273.66
200000339,Theresa,Slater,Female,58,Scotland,'Other',33008.01
300000340,Rebecca,Nash,Female,20,Wales,'White Collar',1488.04
100000341,Jasmine,Greene,Female,29,England,'White Collar',4507.91
100000342,Christian,Jackson,Male,38,England,'White Collar',18433.59
100000343,Eric,Vance,Male,33,England,'White Collar',30907.61
100000344,Anna,Miller,Female,35,England,'White Collar',58807.73
100000345,Benjamin,Ince,Male,36,England,'White Collar',10174.7
100000346,Joseph,Buckland,Male,31,England,'White Collar',20570.41
200000347,Jake,Manning,Male,56,Scotland,'Other',70950.09
200000348,Brandon,Anderson,Male,51,Scotland,'Other',27842.09
200000349,Cameron,Duncan,Male,55,Scotland,'Blue Collar',60036.51
200000350,Isaac,Kelly,Male,61,Scotland,'Blue Collar',31920.69
300000351,Nicholas,James,Male,38,Wales,'Blue Collar',48457.2
200000352,Piers,Harris,Male,51,Scotland,'White Collar',90573.15
200000353,Gordon,Ellison,Male,58,Scotland,'Blue Collar',6416.8
200000354,Ian,Kerr,Male,42,Scotland,'Other',13414.22
200000355,Sebastian,Welch,Male,46,Scotland,'Blue Collar',10950.36
200000356,Richard,Hamilton,Male,42,Scotland,'Blue Collar',17740.51
300000357,Mary,Reid,Female,27,Wales,'Other',18106.22
300000358,Simon,Morrison,Male,28,Wales,'Blue Collar',6729.3
400000359,Gabrielle,MacDonald,Female,17,Northern Ireland,'Other',65798.4
100000360,Emma,Fisher,Female,44,England,'White Collar',8118.3
200000361,Charles,Tucker,Male,45,Scotland,'Blue Collar',68256.88
200000362,Joshua,Underwood,Male,52,Scotland,'White Collar',107185.54
200000363,Brandon,Johnston,Male,45,Scotland,'Blue Collar',24064.3
300000364,Katherine,Howard,Female,34,Wales,'White Collar',5654.34
300000365,Dorothy,Butler,Female,28,Wales,'Other',65204.55
300000366,Dorothy,Paige,Female,35,Wales,'White Collar',17495.5
300000367,Karen,Gray,Female,32,Wales,'White Collar',18897.91
400000368,Olivia,Simpson,Female,31,Northern Ireland,'Other',62299.63
100000369,Joan,Quinn,Female,38,England,'White Collar',40010.06
200000370,Joshua,Bond,Male,62,Scotland,'Other',53342.1
200000371,Alan,Kelly,Male,44,Scotland,'Other',6288.73
200000372,Thomas,Martin,Male,54,Scotland,'Blue Collar',20205.92
200000373,Lucas,Gill,Male,39,Scotland,'Blue Collar',16549.43
300000374,John,Underwood,Male,19,Wales,'Blue Collar',94786.37
300000375,Molly,Black,Female,44,Wales,'Other',47772.44
400000376,Megan,Forsyth,Female,28,Northern Ireland,'Other',44349.72
100000377,Samantha,Knox,Female,49,England,'Other',9119.52
100000378,Harry,Manning,Male,18,England,'White Collar',311.26
100000379,Melanie,Henderson,Female,38,England,'Other',19744.49
100000380,Piers,Walker,Male,39,England,'White Collar',48712.33
100000381,Kimberly,Bond,Female,41,England,'White Collar',13162.58
100000382,Anthony,Chapman,Male,45,England,'Other',53204.35
100000383,Jasmine,Oliver,Female,32,England,'White Collar',67428.15
200000384,Bella,Bailey,Female,42,Scotland,'Other',12088.72
200000385,Joe,Parsons,Male,41,Scotland,'Blue Collar',28710.54
200000386,Edward,Marshall,Male,51,Scotland,'Other',36923.01
200000387,Christian,Blake,Male,56,Scotland,'Blue Collar',40540.01
200000388,Gavin,Sanderson,Male,58,Scotland,'Blue Collar',23001.06
200000389,Leonard,Thomson,Male,38,Scotland,'Blue Collar',11418.92
200000390,Joseph,Henderson,Male,46,Scotland,'Blue Collar',16431.17
200000391,Gavin,Berry,Male,61,Scotland,'Blue Collar',56557.11
300000392,Yvonne,Piper,Female,44,Wales,'Other',25290.08
300000393,Lily,Lyman,Female,34,Wales,'Other',109225.68
300000394,Julia,Scott,Female,42,Wales,'Blue Collar',41572.1
300000395,Gavin,Oliver,Male,32,Wales,'Other',4820.58
400000396,Fiona,Buckland,Female,32,Northern Ireland,'Blue Collar',23059.56
400000397,Madeleine,Kerr,Female,36,Northern Ireland,'Other',61911.69
400000398,Nicola,Ferguson,Female,37,Northern Ireland,'Other',36603.02
400000399,Amy,Miller,Female,23,Northern Ireland,'Other',20060.1
100000400,Jacob,Fisher,Male,35,England,'White Collar',2423.46
100000401,Leonard,Paterson,Male,41,England,'White Collar',51459.45
100000402,Kylie,McDonald,Female,32,England,'White Collar',13621.48
100000403,Ruth,Simpson,Female,39,England,'White Collar',84925.13
100000404,Stewart,Bell,Male,38,England,'White Collar',120732.35
100000405,Cameron,Blake,Male,36,England,'White Collar',23722.37
200000406,Ian,May,Male,39,Scotland,'Blue Collar',39343.24
200000407,Charles,Gibson,Male,48,Scotland,'Other',23703.79
200000408,Blake,Churchill,Male,55,Scotland,'Blue Collar',26811.22
300000409,Stewart,Scott,Male,45,Wales,'Other',19287.92
300000410,Andrew,Grant,Male,32,Wales,'White Collar',50621.67
300000411,Edward,Dowd,Male,38,Wales,'White Collar',97120.48
100000412,Dan,Wright,Male,18,England,'White Collar',6507.7
100000413,Boris,Burgess,Male,24,England,'Blue Collar',38590.44
200000414,Sebastian,Langdon,Male,45,Scotland,'Other',8313.86
200000415,Jake,Miller,Male,45,Scotland,'Blue Collar',35076.06
200000416,Gordon,Lee,Male,46,Scotland,'Blue Collar',64383.55
200000417,Andrew,Murray,Male,37,Scotland,'Blue Collar',31821.23
300000418,Christian,McLean,Male,44,Wales,'White Collar',9667.85
400000419,Alison,Kerr,Female,25,Northern Ireland,'Other',1905.46
100000420,Samantha,Mackenzie,Female,32,England,'White Collar',4285.6
100000421,Kimberly,Wallace,Female,30,England,'Other',5357.39
100000422,Brian,Simpson,Male,35,England,'White Collar',8245.73
100000423,Wendy,Metcalfe,Female,27,England,'White Collar',60406.61
200000424,Keith,Ogden,Male,53,Scotland,'Blue Collar',67540.82
200000425,Joshua,Ince,Male,45,Scotland,'Other',34870.84
200000426,Andrew,Jackson,Male,55,Scotland,'Blue Collar',40918.44
300000427,Dominic,Welch,Male,24,Wales,'White Collar',65526.26
300000428,Diana,Bower,Female,49,Wales,'White Collar',20738.67
300000429,Trevor,Reid,Male,37,Wales,'Other',34401.95
300000430,Amy,Welch,Female,26,Wales,'White Collar',20774.79
400000431,Jan,Avery,Female,29,Northern Ireland,'White Collar',743.29
400000432,Abigail,Poole,Female,29,Northern Ireland,'Other',4287.78
